file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,sigma_gaussian_width,r_squared,success,note
spec-0310-51990-0393.fits,He I 3818,3818.0,gaussian,3813.5468360279187,0.16679860709117064,3.5175171783216808,0.4134172132351682,True,
spec-0310-51990-0393.fits,H8 + He I 3890,3890.0,gaussian,3889.2548193899165,0.27688887355757474,1.36309352767568,0.35802965241128726,True,
spec-0310-51990-0393.fits,He I 4028,4028.0,gaussian,4026.7695769785,0.2394479331415848,1.1537170994435757,0.3638187910435803,True,
spec-0310-51990-0393.fits,He I 4473,4473.0,gaussian,4470.906380841425,1.9803238109350059,22.660202724340564,0.6069941160620105,True,
spec-0310-51990-0393.fits,He I 4715,4715.0,gaussian,4710.636397929415,0.16097938330380937,4.355367002961784,0.48285215577792084,True,
spec-0310-51990-0393.fits,He I 4925,4925.0,gaussian,4921.865776265256,0.8555863280038117,22.678512644375584,0.3762614887699598,True,
