file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,gamma_lorentzian_width,r_squared,success,note
spec-0354-51792-0233.fits,He I 3818,3818.0,lorentzian,3819.7719081994874,0.1714580426083443,1.293274854331178,0.2410160021917559,True,
spec-0354-51792-0233.fits,H8 + He I 3890,3890.0,lorentzian,3890.1519986318017,0.46374155022596597,1.4970368642559602,0.6407782637451448,True,
spec-0354-51792-0233.fits,He I 4028,4028.0,lorentzian,4027.7202322167054,0.285580742335499,2.912518177516696,0.6706135119057164,True,
spec-0354-51792-0233.fits,He I 4473,4473.0,lorentzian,4472.725711378028,0.3708231984807713,8.3139158291399,0.7757828397397727,True,
spec-0354-51792-0233.fits,He I 4715,4715.0,lorentzian,4714.969675396978,0.3722304416398082,2.0802494141244137,0.7919574931695817,True,
spec-0354-51792-0233.fits,He I 4925,4925.0,lorentzian,4924.118215759053,0.20768108030755542,2.5593269620734707,0.8171005586269824,True,
