file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,sigma_gaussian_width,gamma_voigt,r_squared,success,note
spec-0309-51994-0570_despiked.fits,He I 4028,4028.0,gaussian,4029.200212696488,0.2725093353569493,3.9368118760384587,,0.6826817550918376,True,
