file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,sigma_gaussian_width,gamma_voigt,r_squared,success,note
spec-0579-52338-0078_despiked.fits,H8 + He I 3890,3890.0,voigt,3889.417803481775,0.48568600673165335,0.20000000025161924,8.840877575364653,0.7842207509192314,True,
spec-0579-52338-0078_despiked.fits,He I 4028,4028.0,voigt,4027.513113987095,2.2158010604461804,19.67921305554458,0.20000009126227639,0.7442837192122487,True,
spec-0579-52338-0078_despiked.fits,He I 4473,4473.0,voigt,4472.896573533327,0.21861679856166472,4.224739050723535,0.20000000002160598,0.8075289838120456,True,
spec-0579-52338-0078_despiked.fits,He I 5876,5875.6,voigt,5876.826833389138,0.3468706259854536,3.7399671686871367,0.20000000043769692,0.7165414066024456,True,
