file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,sigma_gaussian_width,r_squared,success,note
spec-0309-51994-0012.fits,He I 3818,3818.0,gaussian,3820.5977173569445,0.3531802013526858,0.9155857227551762,0.7625360958138865,True,
spec-0309-51994-0012.fits,H8 + He I 3890,3890.0,gaussian,3887.5849939902923,0.3772472117289552,7.128992952103572,0.5232940911625531,True,
spec-0309-51994-0012.fits,He I 4028,4028.0,gaussian,4027.1455130147674,0.2599919687007783,4.848457502765314,0.6909226945857014,True,
spec-0309-51994-0012.fits,He I 4473,4473.0,gaussian,4472.770925524111,0.33109005394318985,3.12407192327983,0.8393273362473735,True,
spec-0309-51994-0012.fits,He I 4715,4715.0,gaussian,4715.429664360581,0.16766173274145452,3.4201844547834552,0.577531149162721,True,
spec-0309-51994-0012.fits,He I 4925,4925.0,gaussian,4925.68104942706,0.5200769497606317,10.491724606716714,0.755572594909524,True,
