file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,sigma_gaussian_component,gamma_lorentzian_component,r_squared,success,note
spec-0289-51990-0204.fits,He I 3818,3818.0,voigt,3815.6927259662325,0.0928876086523191,4.831947130876012,1.6175130698263385e-06,0.20355548374271137,True,
spec-0289-51990-0204.fits,H8 + He I 3890,3890.0,voigt,3888.5607613632355,0.23525385315523906,1.162179754882856,0.13061990902965787,0.5064246852769414,True,
spec-0289-51990-0204.fits,He I 4028,4028.0,voigt,4027.0302505941986,0.055677114053802594,3.6493797285185043,4.055442228527776e-10,0.19533205065651504,True,
spec-0289-51990-0204.fits,He I 4473,4473.0,voigt,4472.236708838195,0.14282293038550364,0.05000000000000525,2.0729557913228036,0.3870954274978031,True,
spec-0289-51990-0204.fits,He I 4715,4715.0,voigt,4719.070134149603,0.09753322084225552,0.6922317523658962,2.0400656551180026e-21,0.19297398286681489,True,
spec-0289-51990-0204.fits,He I 4925,4925.0,voigt,4922.547846557654,0.1019797293784648,1.0592364678142685,1.0215364903617249e-10,0.4073775781988249,True,
