file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,sigma_gaussian_component,gamma_lorentzian_component,r_squared,success,note
spec-0417-51821-0428_despiked_cropped7500.fits,He I 3818,3818.0,voigt,3819.693799949329,0.09323954962288969,0.05000000000000292,7.073673903605883,0.3802931749496823,True,
spec-0417-51821-0428_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3889.595455978285,0.2442067915461445,1.7997705695334278,4.441872923027776,0.8375236134184526,True,
spec-0417-51821-0428_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4026.0037953887063,0.17774703355102897,5.1678596400835035,1.0523215119284677e-16,0.7963787651391063,True,
spec-0417-51821-0428_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4472.757250493805,0.25042698612199765,0.05000000000000041,3.1115722339125647,0.8882336410127042,True,
spec-0417-51821-0428_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4715.211461232674,0.07813179340386932,3.437821998817805,1.1856130991555994e-19,0.6141453435333248,True,
spec-0417-51821-0428_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4924.179518180723,0.12353833979449773,5.2695930933304425,4.623864482665432e-13,0.8561738491232631,True,
spec-0427-51900-0320_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,insufficient data points in window
spec-0427-51900-0320_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3890.7220327845134,0.3519645582567455,0.050000000005783134,1.9106333500615411,0.6834249805339645,True,
spec-0427-51900-0320_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4026.882437990764,0.5071703820853533,0.050000001374067515,12.339971172805495,0.7033540911512719,True,
spec-0427-51900-0320_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4472.286576185146,0.4121495606007423,0.050000000258454594,6.641755244904255,0.8205440447198615,True,
spec-0427-51900-0320_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4717.330158454764,0.2505304517765164,6.578728227852621,1.3546891595874904e-10,0.5240797585514574,True,
spec-0427-51900-0320_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4924.707434913786,0.17167743226213522,0.05000000001616398,1.7145631492535887,0.4658906333152726,True,
spec-0427-51900-0564_despiked_cropped7500.fits,He I 3818,3818.0,voigt,3815.6938011065936,0.08886890873155018,2.3756067474219194,5.314120078688357e-09,0.10106404473677932,True,
spec-0427-51900-0564_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3889.336934655688,0.26775628208727614,0.51719708120051,2.1750580911436743,0.5162967335358809,True,
spec-0427-51900-0564_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4024.3535137503454,2.12778690576495,23.185492425634486,23.185492420990858,0.5719124772874122,True,
spec-0427-51900-0564_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4470.720261486484,0.1521970354585074,1.0608976337365938,4.279512403766272,0.5139113080612752,True,
spec-0427-51900-0564_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4711.858027529757,0.16168624873467372,0.05000000000042505,5.243060788207532,0.4886666617581866,True,
spec-0427-51900-0564_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4923.838446737498,0.1502076633348401,1.7711424513940992,0.34972916723896896,0.6833864174047353,True,
spec-0429-51820-0311_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,insufficient data points in window
spec-0429-51820-0311_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3890.021037806283,0.08833296230740187,1.6153620602108834,9.566945861019365e-09,0.22378295339144372,True,
spec-0429-51820-0311_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4023.4892342462126,0.06333134097765565,3.4200392319540627,7.491199276320601e-10,0.2823084339330889,True,
spec-0429-51820-0311_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4471.375802119098,0.09734964826339315,0.05000000000533518,2.2080762549812696,0.49809402302252737,True,
spec-0429-51820-0311_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4706.076380304399,0.20677706294949744,0.28042925623568976,3.8651733113419708e-31,0.28931267305475095,True,
spec-0429-51820-0311_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4922.527964286277,0.09966659732426858,6.577318111550421,1.6307883934502947e-15,0.6429280322853173,True,
spec-0430-51877-0013_despiked_cropped7500.fits,He I 3818,3818.0,voigt,3822.5921929741326,1.7063435388758494,11.445676745307535,11.445676745307535,0.38880284878822513,True,
spec-0430-51877-0013_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3889.0201430438324,0.09174028934541416,3.053706904112285,3.1848397044323136e-09,0.2580007665602666,True,
spec-0430-51877-0013_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4020.9031730498264,0.03259080337569984,4.969800408612378,1.125774832759357,0.12095927711736087,True,
spec-0430-51877-0013_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4471.055450472765,0.932699967457401,22.66020272434157,22.66020272353694,0.4841837362831757,True,
spec-0430-51877-0013_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4707.224329052986,0.06289631453706622,4.9365003100849325,7.453714724990694e-07,0.33429291191341304,True,
spec-0430-51877-0013_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4914.728902940011,0.07244142269543333,0.05718573905803926,4.796910082174066e-17,0.3132933371011517,True,
spec-0433-51873-0335_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,insufficient data points in window
spec-0433-51873-0335_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3888.946820278415,0.3064182769646079,2.9741054905519575,1.6795602730503927,0.494988548270039,True,
spec-0433-51873-0335_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4026.5247331140426,0.28603355280610837,0.9824670978837111,0.7863386795593132,0.4480471461971046,True,
spec-0433-51873-0335_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4472.796482427307,0.2960254997721967,0.6348039831898518,3.7549501504803318,0.7704424537992323,True,
spec-0433-51873-0335_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4716.166330611877,0.42088786943098183,13.308974421358668,8.069182807313063e-08,0.2813688769462812,True,
spec-0433-51873-0335_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4922.884111509997,0.1401834070351117,2.4740614472871685,1.029090887863321,0.3909994551462521,True,
spec-0433-51873-0379_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,voigt fit failed to converge: Initial guess is outside of provided bounds
spec-0433-51873-0379_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3889.5432178018873,0.3739017175183679,0.05000000419108828,4.120857362423968,0.7806256997375295,True,
spec-0433-51873-0379_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4028.0622152169317,0.19825505151854267,4.049837697456343,3.2169541271818484e-18,0.767844847991698,True,
spec-0433-51873-0379_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4472.540537028639,0.18468267874510333,4.1809785159367925,1.5520768509571134e-18,0.8356938048772692,True,
spec-0433-51873-0379_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4716.126497594743,0.15630257357844193,1.2802956257299167,5.378973920631411,0.6950744496041092,True,
spec-0433-51873-0379_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4924.058509559595,0.29136357295363285,0.05000000000000001,9.85012890241633,0.7171704610429078,True,
spec-0435-51882-0375_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,voigt fit failed to converge: Initial guess is outside of provided bounds
spec-0435-51882-0375_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3887.8271054176216,0.26908639197588197,0.05000000000000001,3.0319174628532117,0.46737857152189455,True,
spec-0435-51882-0375_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4026.3412842510193,0.3694808423620295,6.209473282989014,5.080616280256899e-11,0.6794044350426789,True,
spec-0435-51882-0375_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4472.024863634879,0.30393143202527756,1.6049778961800467,0.6487284341296562,0.614082491395904,True,
spec-0435-51882-0375_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4714.150270675381,0.1831925046976254,1.3386911583677208,0.19928071873988745,0.43640419117953366,True,
spec-0435-51882-0375_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4922.670206768387,0.23594504046737927,3.955741157127607,1.5026226242525072e-15,0.7799690857774757,True,
spec-0437-51876-0586_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,voigt fit failed to converge: Initial guess is outside of provided bounds
spec-0437-51876-0586_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3888.277777509734,0.19101719629379765,0.0500000003688542,5.971917890984549,0.5263699633819552,True,
spec-0437-51876-0586_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4039.2442515557054,0.26276690256467866,14.63145286393454,23.184525895152447,0.26112248249291403,True,
spec-0437-51876-0586_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4471.919004853421,0.08400991797829609,1.4648532799292617,0.6310773321515255,0.316149747027196,True,
spec-0437-51876-0586_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4726.067457257751,3.5449506392639667e-11,22.796946428501546,0.4330141473578806,-1.3775869334153867e-11,True,
spec-0437-51876-0586_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4920.77912371592,0.08810504387415702,7.429085653686598,9.020408659624747e-05,0.14542699098149614,True,
spec-0445-51873-0378_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,voigt fit failed to converge: Initial guess is outside of provided bounds
spec-0445-51873-0378_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3888.621371187743,0.2899979256935187,0.05000000000000001,3.388882315221068,0.5276981445376334,True,
spec-0445-51873-0378_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4025.275629308063,0.09853198927923783,4.677732268920623,2.9262183690938624e-07,0.1158510987806809,True,
spec-0445-51873-0378_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4472.59618093171,0.1329219210007918,3.08251347775331,3.043193223194958e-11,0.699199109508424,True,
spec-0445-51873-0378_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4719.042334354936,0.5429676084402966,0.28075510929142894,6.954856264263782e-40,0.20425958725449134,True,
spec-0445-51873-0378_despiked_cropped7500.fits,He I 4925,4925.0,voigt,4925.861177215001,1.0504478577857745,6.740902109771106,22.67835480528351,0.308079368139226,True,
spec-0457-51901-0622_despiked_cropped7500.fits,He I 3818,3818.0,none,,,,,,False,insufficient data points in window
spec-0457-51901-0622_despiked_cropped7500.fits,H8 + He I 3890,3890.0,voigt,3889.5239325738803,0.3622417813343867,0.05000000000000002,4.037930613209683,0.5912021361828032,True,
spec-0457-51901-0622_despiked_cropped7500.fits,He I 4028,4028.0,voigt,4027.4845174590973,0.16210204012454596,0.05000028984244997,3.052566658871697,0.4205654108909509,True,
spec-0457-51901-0622_despiked_cropped7500.fits,He I 4473,4473.0,voigt,4473.619526864385,0.32351039347837146,0.05000000000000001,1.0597835641697004,0.6107590157970558,True,
spec-0457-51901-0622_despiked_cropped7500.fits,He I 4715,4715.0,voigt,4714.43968968963,0.1487957687230754,1.0040999011694032,1.425957611588265,0.6166181104170149,True,
