file_name,line_name,rest_wavelength,fit_type,fitted_center,depth,sigma_gaussian_width,gamma_voigt,r_squared,success,note
spec-0309-51994-0012_despiked.fits,ALL,,none,,,,,,False,file-level error: 'SpectrumProcessor' object has no attribute 'process'
